(laparoscopic) adjustment of size of adjustable gastric restrictive device;ICD9:44.98;Surgical Procedure                               
Percutaneous biopsy of gallbladder or bile ducts;ICD9:51.12;Surgical Procedure                                                         
Percutaneous endoscopic gastrojejunostomy;ICD9:44.32;Surgical Procedure                                                                
Percutaneous endoscopic gastrostomy peg;ICD9:43.11;Surgical Procedure                                                                  
Percutaneous endoscopic jejunostomy pej;ICD9:46.32;Surgical Procedure                                                                  
Percutaneous extraction of common duct stones;ICD9:51.96;Surgical Procedure                                                            
Peritoneal dialysis;ICD9:54.98;Surgical Procedure                                                                                      
Peritoneal lavage;ICD9:54.25;Surgical Procedure                                                                                        
Permanent colostomy;ICD9:46.13;Surgical Procedure                                                                                      
Permanent tracheostomy;ICD9:31.2;Surgical Procedure                                                                                    
Pharynx;SNOMED:363507003;Site of tumor                                                                                                 
Pleura;SNOMED:264148002;Site of tumor                                                                                                  
Pleurectomy;ICD9:34.5;Surgical Procedure                                                                                               
Plication of emphysematous bleb;ICD9:32.21;Surgical Procedure                                                                          
Plication of the diaphragm;ICD9:53.81;Surgical Procedure                                                                               
Pneumonectomy;ICD9:32.5;Surgical Procedure                                                                                             
Pneumoperitoneum for collapse of lung;ICD9:33.33;Surgical Procedure                                                                    
Posterior anal sphincterotomy;ICD9:49.52;Surgical Procedure                                                                            
Posterior basal segment of left lower lobe;SNOMED:46148009;Site of tumor                                                               
Posterior basal segment of right lower lobe;SNOMED:16057008;Site of tumor                                                              
Posterior resection of rectum;ICD9:48.64;Surgical Procedure                                                                            
Pressure measurement of sphincter of oddi;ICD9:51.15;Surgical Procedure                                                                
Procedures on hemorrhoids;ICD9:49.4;Surgical Procedure                                                                                 
Proctosigmoidoscopy through artificial stoma;ICD9:48.22;Surgical Procedure                                                             
Proctostomy;ICD9:48.1;Surgical Procedure                                                                                               
Proctotomy;ICD9:48.0;Surgical Procedure                                                                                                
Production of subcutaneous tunnel without esophageal anastomosis;ICD9:42.86;Surgical Procedure                                         
Prostate;SNOMED:399068003;Site of tumor                                                                                                
Proximal pancreatectomy;ICD9:52.51;Surgical Procedure                                                                                  
Pull-through resection of rectum, not otherwise specified;ICD9:48.40;Surgical Procedure                                                
Pull-through resection of rectum;ICD9:48.4;Surgical Procedure                                                                          
Pulmonary acinus;SNOMED:361365004;Site of tumor                                                                                        
Pulmonary alveoli;SNOMED:113253006;Site of tumor                                                                                       
Puncture of lung;ICD9:33.93;Surgical Procedure                                                                                         
Pyloromyotomy;ICD9:43.3;Surgical Procedure                                                                                             
Pyloroplasty;ICD9:44.2;Surgical Procedure                                                                                              
Radical dissection of thoracic structures;ICD9:32.6;Surgical Procedure                                                                 
Radical electrocoagulation of rectal lesion or tissue;ICD9:48.31;Surgical Procedure                                                    
Radical laryngectomy;ICD9:30.4;Surgical Procedure                                                                                      
Radical pancreaticoduodenectomy;ICD9:52.7;Surgical Procedure                                                                           
Radical subtotal pancreatectomy;ICD9:52.53;Surgical Procedure                                                                          
Reclosure of postoperative disruption of abdominal wall;ICD9:54.61;Surgical Procedure                                                  
Reconstruction of trachea and construction of artificial larynx;ICD9:31.75;Surgical Procedure                                          
Rectorectostomy;ICD9:48.74;Surgical Procedure                                                                                          
Rectosigmoid;SNOMED:363414004;Site of tumor                                                                                            
Rectum;SNOMED:363351006;Site of tumor                                                                                                  
Reduction of anal prolapse;ICD9:49.94;Surgical Procedure                                                                               
Reduction of hemorrhoids;ICD9:49.41;Surgical Procedure                                                                                 
Reimplantation of pancreatic tissue;ICD9:52.81;Surgical Procedure                                                                      
Removal of artificial anal sphincter;ICD9:49.76;Surgical Procedure                                                                     
Removal of foreign body from peritoneal cavity;ICD9:54.92;Surgical Procedure                                                           
Removal of gastric bubble (balloon);ICD9:44.94;Surgical Procedure                                                                      
Removal of gastric bubble balloon;ICD9:44.94;Surgical Procedure                                                                        
Removal of prosthetic device from bile duct;ICD9:51.95;Surgical Procedure                                                              
Renal Pelvis;SNOMED:363457009;Site of tumor                                                                                            
Reopening of recent laparotomy site;ICD9:54.12;Surgical Procedure                                                                      
Reopening of recent thoracotomy site;ICD9:34.03;Surgical Procedure                                                                     
Repair and plastic operation on lung and bronchus;ICD9:33.4;Surgical Procedure                                                         
Repair and plastic operations on trachea;ICD9:31.7;Surgical Procedure                                                                  
Repair of anus;ICD9:49.7;Surgical Procedure                                                                                            
Repair of bile ducts;ICD9:51.7;Surgical Procedure                                                                                      
Repair of chest wall;ICD9:34.7;Surgical Procedure                                                                                      
Repair of diaphragmatic hernia with thoracic approach, not otherwise specified;ICD9:53.80;Surgical Procedure                           
Repair of diaphragmatic hernia, abdominal approach, not otherwise specified;ICD9:53.75;Surgical Procedure                              
Repair of diaphragmatic hernia, abdominal approach;ICD9:53.7;Surgical Procedure                                                        
Repair of diaphragmatic hernia, thoracic approach;ICD9:53.8;Surgical Procedure                                                         
Repair of esophageal fistula, not elsewhere classified;ICD9:42.84;Surgical Procedure                                                   
Repair of esophageal stricture;ICD9:42.85;Surgical Procedure                                                                           
Repair of gastroschisis;ICD9:54.71;Surgical Procedure                                                                                  
Repair of hernia;ICD9:53;Surgical Procedure                                                                                            
Repair of inguinal hernia with graft or prosthesis, not otherwise specified;ICD9:53.05;Surgical Procedure                              
Repair of laceration of gallbladder;ICD9:51.91;Surgical Procedure                                                                      
Repair of laryngeal fracture;ICD9:31.64;Surgical Procedure                                                                             
Repair of larynx;ICD9:31.6;Surgical Procedure                                                                                          
Repair of liver;ICD9:50.6;Surgical Procedure                                                                                           
Repair of other bile ducts;ICD9:51.79;Surgical Procedure                                                                               
Repair of other hernia of anterior abdominal wall (without graft or prosthesis);ICD9:53.5;Surgical Procedure                           
Repair of other hernia of anterior abdominal wall with graft or prosthesis;ICD9:53.6;Surgical Procedure                                
Repair of other hernia of anterior abdominal wall without graft or prosthesis;ICD9:53.5;Surgical Procedure                             
Repair of other hernia of anterior abdominal wall;ICD9:53.59;Surgical Procedure                                                        
Repair of parasternal hernia;ICD9:53.82;Surgical Procedure                                                                             
Repair of pectus deformity;ICD9:34.74;Surgical Procedure                                                                               
Repair of pericolostomy hernia;ICD9:46.42;Surgical Procedure                                                                           
Repair of perirectal fistula;ICD9:48.93;Surgical Procedure                                                                             
Repair of pleura;ICD9:34.93;Surgical Procedure                                                                                         
Repair of rectum;ICD9:48.7;Surgical Procedure                                                                                          
Repair of umbilical hernia;ICD9:53.4;Surgical Procedure                                                                                
Replacement of laryngeal or tracheal stent;ICD9:31.93;Surgical Procedure                                                               
Resection of exteriorized segment of large intestine;ICD9:46.04;Surgical Procedure                                                     
Resection of exteriorized segment of small intestine;ICD9:46.02;Surgical Procedure                                                     
Respiratory bronchiole;SNOMED:200723008;Site of tumor                                                                                  
Revision of anastomosis of biliary tract;ICD9:51.94;Surgical Procedure                                                                 
Revision of anastomosis of large intestine;ICD9:46.94;Surgical Procedure                                                               
Revision of anastomosis of small intestine;ICD9:46.93;Surgical Procedure                                                               
Revision of gastric anastomosis;ICD9:44.5;Surgical Procedure                                                                           
Revision of intestinal stoma, not otherwise specified;ICD9:46.40;Surgical Procedure                                                    
Revision of intestinal stoma;ICD9:46.4;Surgical Procedure                                                                              
Revision of laryngostomy;ICD9:31.63;Surgical Procedure                                                                                 
Revision of stoma of small intestine;ICD9:46.41;Surgical Procedure                                                                     
Revision of tracheostomy;ICD9:31.74;Surgical Procedure                                                                                 
Right apical segmental bronchus;SNOMED:65359009;Site of tumor                                                                          
Right lower lobe anterior segmental bronchus;SNOMED:90949006;Site of tumor                                                             
Right lower lobe lateral segmental bronchus;SNOMED:41765007;Site of tumor                                                              
Right lower lobe posterior segmental bronchus;SNOMED:64154003;Site of tumor                                                            
Right parietal pleura;SNOMED:184304009;Site of tumor                                                                                   
Right pleural Mesothelium;SNOMED:397382000;Site of tumor                                                                               
Right visceral pleura;SNOMED:184204006;Site of tumor                                                                                   
Rigid proctosigmoidoscopy;ICD9:48.23;Surgical Procedure                                                                                
Sarcomatoid mesothelioma;SNOMED:399477001;Histological Type                                                                            
Scarification of pleura;ICD9:34.6;Surgical Procedure                                                                                   
Segmental resection of lung;ICD9:32.3;Surgical Procedure                                                                               
Serous Pericardial Sac;SNOMED:362891005;Site of tumor                                                                                  
Serous pericardium;SNOMED:243954002;Site of tumor                                                                                      
Simple suture of common bile duct;ICD9:51.71;Surgical Procedure                                                                        
Site of Tumor;SNOMED:371480007;Site of tumor                                                                                           
Skin;SNOMED:402652009;Site of tumor                                                                                                    
Small Intestine;SNOMED:181250005;Site of tumor                                                                                         
Small-to-small intestinal anastomosis;ICD9:45.91;Surgical Procedure                                                                    
Soave submucosal resection of rectum;ICD9:48.41;Surgical Procedure                                                                     
Spleen;SNOMED:363499005;Site of tumor                                                                                                  
Stomach;SNOMED:363349007;Site of tumor                                                                                                 
Surgical collapse of lung;ICD9:33.3;Surgical Procedure                                                                                 
Suture of abdominal wall and peritoneum;ICD9:54.6;Surgical Procedure                                                                   
Suture of duodenal ulcer site;ICD9:44.42;Surgical Procedure                                                                            
Suture of gastric ulcer site;ICD9:44.41;Surgical Procedure                                                                             
Suture of laceration of anus;ICD9:49.71;Surgical Procedure                                                                             
Suture of laceration of bronchus;ICD9:33.41;Surgical Procedure                                                                         
Suture of laceration of chest wall;ICD9:34.71;Surgical Procedure                                                                       
Suture of laceration of diaphragm;ICD9:34.82;Surgical Procedure                                                                        
Suture of laceration of duodenum;ICD9:46.71;Surgical Procedure                                                                         
Suture of laceration of esophagus;ICD9:42.82;Surgical Procedure                                                                        
Suture of laceration of large intestine;ICD9:46.75;Surgical Procedure                                                                  
Suture of laceration of larynx;ICD9:31.61;Surgical Procedure                                                                           
Suture of laceration of rectum;ICD9:48.71;Surgical Procedure                                                                           
Suture of laceration of small intestine, except duodenum;ICD9:46.73;Surgical Procedure                                                 
Suture of laceration of stomach;ICD9:44.61;Surgical Procedure                                                                          
Suture of laceration of trachea;ICD9:31.71;Surgical Procedure                                                                          
Suture of peptic ulcer, not otherwise specified;ICD9:44.40;Surgical Procedure                                                          
Suture of peritoneum;ICD9:54.64;Surgical Procedure                                                                                     
TAG-72;LOINC:47012-0;Immunohistochemical Profile                                                                                       
TTF;LOINC:40564-7;Immunohistochemical Profile                                                                                          
Temporary colostomy;ICD9:46.11;Surgical Procedure                                                                                      
Temporary ileostomy;ICD9:46.21;Surgical Procedure                                                                                      
Temporary tracheostomy;ICD9:31.1;Surgical Procedure                                                                                    
Terminal bronchiole;SNOMED:278981008;Site of tumor                                                                                     
Testis;SNOMED:188219004;Site of tumor                                                                                                  
Thoracentesis;ICD9:34.91;Surgical Procedure                                                                                            
Thoracoplasty;ICD9:33.34;Surgical Procedure                                                                                            
Thoracoscopic ablation of lung lesion or tissue;ICD9:32.25;Surgical Procedure                                                          
Thoracoscopic decortication of lung;ICD9:34.52;Surgical Procedure                                                                      
Thoracoscopic drainage of pleural cavity;ICD9:34.06;Surgical Procedure                                                                 
Thoracoscopic excision of lesion or tissue of lung;ICD9:32.20;Surgical Procedure                                                       
Thoracoscopic lobectomy of lung;ICD9:32.41;Surgical Procedure                                                                          
Thoracoscopic lung biopsy;ICD9:33.20;Surgical Procedure                                                                                
Thoracoscopic pleural biopsy;ICD9:34.20;Surgical Procedure                                                                             
Thoracoscopic pneumonectomy;ICD9:32.50;Surgical Procedure                                                                              
Thoracoscopic segmental resection of lung;ICD9:32.30;Surgical Procedure                                                                
Thrombomodulin;LOINC:19146-0;Immunohistochemical Profile                                                                               
Thyroid;SNOMED:127018007;Site of tumor                                                                                                 
Total esophagectomy;ICD9:42.42;Surgical Procedure                                                                                      
Total gastrectomy with intestinal interposition;ICD9:43.91;Surgical Procedure                                                          
Total gastrectomy;ICD9:43.9;Surgical Procedure                                                                                         
Total hepatectomy;ICD9:50.4;Surgical Procedure                                                                                         
Total intra-abdominal colectomy;ICD9:45.8;Surgical Procedure                                                                           
Total pancreatectomy;ICD9:52.6;Surgical Procedure                                                                                      
Total removal of small intestine;ICD9:45.63;Surgical Procedure                                                                         
Tracheoesophageal fistulization;ICD9:31.95;Surgical Procedure                                                                          
Tracheoscopy through artificial stoma;ICD9:31.41;Surgical Procedure                                                                    
Transabdominal endoscopy of large intestine;ICD9:45.21;Surgical Procedure                                                              
Transabdominal endoscopy of small intestine;ICD9:45.11;Surgical Procedure                                                              
Transabdominal gastroscopy;ICD9:44.11;Surgical Procedure                                                                               
Transabdominal proctosigmoidoscopy;ICD9:48.21;Surgical Procedure                                                                       
Transcatheter embolization for gastric or duodenal bleeding;ICD9:44.44;Surgical Procedure                                              
Transjugular liver biopsy;ICD9:50.13;Surgical Procedure                                                                                
Transplant of intestine;ICD9:46.97;Surgical Procedure                                                                                  
Transplant of pancreas;ICD9:52.8;Surgical Procedure                                                                                    
Transplantation of cells of islets of langerhans, not otherwise specified;ICD9:52.86;Surgical Procedure                                
Transpleural thoracoscopy;ICD9:34.21;Surgical Procedure                                                                                
Transsacral rectosigmoidectomy;ICD9:48.61;Surgical Procedure                                                                           
Trocar cholecystostomy;ICD9:51.02;Surgical Procedure                                                                                   
Truncal vagotomy;ICD9:44.01;Surgical Procedure                                                                                         
Tumor Configuration;SNOMED:370111000;Tumor Configuration                                                                               
Unilateral lung transplantation;ICD9:33.51;Surgical Procedure                                                                          
Unilateral repair of femoral hernia with graft or prosthesis;ICD9:53.21;Surgical Procedure                                             
Unilateral repair of femoral hernia;ICD9:53.2;Surgical Procedure                                                                       
Unilateral repair of inguinal hernia, not otherwise specified;ICD9:53.00;Surgical Procedure                                            
Unknown Procedure;PROC:UNKNOWN;Surgical Procedure                                                                                      
Unknown;ANA|TUMOR_SITE:UNKNOWN;Site of tumor                                                                                           
Unknown;HIST_TYPE:UNKNOWN;Histological Type                                                                                            
Unknown;TUMOR_CONFIG:UNKNOWN;Tumor Configuration                                                                                       
Upper lobe of left lung;SNOMED:361984006;Site of tumor                                                                                 
Upper lobe of right lung;SNOMED:361969002;Site of tumor                                                                                
Ureter;SNOMED:363458004;Site of tumor                                                                                                  
Urinary Bladder;SNOMED:399326009;Site of tumor                                                                                         
VISCERAL PLEURA;SNOMED:81623005;Site of tumor                                                                                          
Vagotomy, not otherwise specified;ICD9:44.00;Surgical Procedure                                                                        
Vagotomy;ICD9:44.0;Surgical Procedure                                                                                                  
Vimentin;LOINC:10519-7;Immunohistochemical Profile                                                                                     
Visceral serous pericardium;SNOMED:243955001;Site of tumor                                                                             
Vocal cordectomy;ICD9:30.22;Surgical Procedure                                                                                         
WT1;LOINC:50331-8;Immunohistochemical Profile                                                                                          
[endoscopic] polypectomy of rectum;ICD9:48.36;Surgical Procedure                                                                       
endoscopic polypectomy of rectum;ICD9:48.36;Surgical Procedure                                                                         
laparoscopic adjustment of size of adjustable gastric restrictive device;ICD9:44.98;Surgical Procedure                                 

